strategy,cagr,sharpe,mdd,calmar,years,start,end,pct_in_market,trades,bh_cagr,bh_sharpe,bh_mdd
Dist_MA120<-5% | 中证500 [FULL],2.15,0.221,-35.5,0.06,13.7,2012-01-05,2026-03-24,20.8,59.0,6.54,0.38,-65.2
Dist_MA120<-5% | 中证500 [IS],2.53,0.243,-35.5,0.071,10.6,2012-01-05,2022-12-30,21.1,48.0,5.9,0.354,-65.2
Dist_MA120<-5% | 中证500 [OOS],0.83,0.13,-18.97,0.044,3.1,2023-01-03,2026-03-24,19.9,11.0,8.75,0.49,-31.15
Dist_MA120<-8% | 中证500 [FULL],1.04,0.145,-28.31,0.037,13.7,2012-01-05,2026-03-24,13.0,37.0,6.54,0.38,-65.2
Dist_MA120<-8% | 中证500 [IS],0.28,0.089,-28.31,0.01,10.6,2012-01-05,2022-12-30,14.2,28.0,5.9,0.354,-65.2
Dist_MA120<-8% | 中证500 [OOS],3.66,0.443,-12.08,0.303,3.1,2023-01-03,2026-03-24,8.7,9.0,8.75,0.49,-31.15
Dist_MA120<-10% | 中证500 [FULL],2.35,0.265,-21.52,0.109,13.7,2012-01-05,2026-03-24,8.7,34.0,6.54,0.38,-65.2
Dist_MA120<-10% | 中证500 [IS],1.94,0.222,-21.52,0.09,10.6,2012-01-05,2022-12-30,10.0,26.0,5.9,0.354,-65.2
Dist_MA120<-10% | 中证500 [OOS],3.76,0.504,-9.67,0.388,3.1,2023-01-03,2026-03-24,4.1,8.0,8.75,0.49,-31.15
Dist_MA120<-15% | 中证500 [FULL],3.14,0.42,-18.7,0.168,13.7,2012-01-05,2026-03-24,2.9,20.0,6.54,0.38,-65.2
Dist_MA120<-15% | 中证500 [IS],3.58,0.44,-18.7,0.192,10.6,2012-01-05,2022-12-30,3.6,19.0,5.9,0.354,-65.2
Dist_MA120<-15% | 中证500 [OOS],1.63,0.372,-2.36,0.69,3.1,2023-01-03,2026-03-24,0.3,1.0,8.75,0.49,-31.15
Above_MA120 | 中证500 [FULL],2.38,0.225,-67.91,0.035,13.7,2012-01-05,2026-03-24,52.2,73.0,6.54,0.38,-65.2
Above_MA120 | 中证500 [IS],1.3,0.162,-62.31,0.021,10.6,2012-01-05,2022-12-30,51.9,59.0,5.9,0.354,-65.2
Above_MA120 | 中证500 [OOS],6.19,0.445,-19.25,0.322,3.1,2023-01-03,2026-03-24,53.2,14.0,8.75,0.49,-31.15
Dist_MA250<-3% | 中证500 [FULL],0.17,0.082,-34.78,0.005,13.7,2012-01-05,2026-03-24,27.3,41.0,6.54,0.38,-65.2
Dist_MA250<-3% | 中证500 [IS],0.31,0.093,-33.31,0.009,10.6,2012-01-05,2022-12-30,24.6,29.0,5.9,0.354,-65.2
Dist_MA250<-3% | 中证500 [OOS],-0.3,0.042,-24.72,-0.012,3.1,2023-01-03,2026-03-24,36.6,11.0,8.75,0.49,-31.15
Dist_MA250<-5% | 中证500 [FULL],0.13,0.076,-31.93,0.004,13.7,2012-01-05,2026-03-24,22.3,34.0,6.54,0.38,-65.2
Dist_MA250<-5% | 中证500 [IS],0.84,0.13,-31.93,0.026,10.6,2012-01-05,2022-12-30,19.9,27.0,5.9,0.354,-65.2
Dist_MA250<-5% | 中证500 [OOS],-2.26,-0.125,-22.76,-0.099,3.1,2023-01-03,2026-03-24,30.7,6.0,8.75,0.49,-31.15
Dist_MA250<-8% | 中证500 [FULL],1.46,0.183,-29.42,0.05,13.7,2012-01-05,2026-03-24,15.5,30.0,6.54,0.38,-65.2
Dist_MA250<-8% | 中证500 [IS],1.31,0.17,-29.42,0.045,10.6,2012-01-05,2022-12-30,14.9,21.0,5.9,0.354,-65.2
Dist_MA250<-8% | 中证500 [OOS],1.96,0.231,-18.91,0.104,3.1,2023-01-03,2026-03-24,17.6,9.0,8.75,0.49,-31.15
Dist_MA250<-10% | 中证500 [FULL],0.49,0.099,-31.68,0.015,13.7,2012-01-05,2026-03-24,12.6,22.0,6.54,0.38,-65.2
Dist_MA250<-10% | 中证500 [IS],0.01,0.058,-31.68,0.0,10.6,2012-01-05,2022-12-30,12.6,12.0,5.9,0.354,-65.2
Dist_MA250<-10% | 中证500 [OOS],2.15,0.263,-15.73,0.137,3.1,2023-01-03,2026-03-24,12.6,10.0,8.75,0.49,-31.15
Dist_MA250<-15% | 中证500 [FULL],0.75,0.127,-22.0,0.034,13.7,2012-01-05,2026-03-24,7.8,12.0,6.54,0.38,-65.2
Dist_MA250<-15% | 中证500 [IS],0.1,0.059,-22.0,0.004,10.6,2012-01-05,2022-12-30,9.7,10.0,5.9,0.354,-65.2
Dist_MA250<-15% | 中证500 [OOS],3.01,0.479,-9.67,0.311,3.1,2023-01-03,2026-03-24,1.3,2.0,8.75,0.49,-31.15
Above_MA250 | 中证500 [FULL],2.07,0.204,-70.85,0.029,13.7,2012-01-05,2026-03-24,56.8,55.0,6.54,0.38,-65.2
Above_MA250 | 中证500 [IS],-0.39,0.075,-70.85,-0.005,10.6,2012-01-05,2022-12-30,57.5,52.0,5.9,0.354,-65.2
Above_MA250 | 中证500 [OOS],10.97,0.688,-16.57,0.662,3.1,2023-01-03,2026-03-24,54.2,3.0,8.75,0.49,-31.15
Vol20<MA120 | 中证500 [FULL],-3.47,-0.147,-69.5,-0.05,13.7,2012-01-05,2026-03-24,55.0,87.0,6.54,0.38,-65.2
Vol20<MA120 | 中证500 [IS],-3.12,-0.115,-61.66,-0.051,10.6,2012-01-05,2022-12-30,54.4,66.0,5.9,0.354,-65.2
Vol20<MA120 | 中证500 [OOS],-4.65,-0.273,-43.53,-0.107,3.1,2023-01-03,2026-03-24,57.1,20.0,8.75,0.49,-31.15
HighVol70&BelowMA250 | 中证500 [FULL],3.15,0.318,-25.58,0.123,13.7,2012-01-05,2026-03-24,14.0,42.0,6.54,0.38,-65.2
HighVol70&BelowMA250 | 中证500 [IS],2.6,0.268,-25.58,0.102,10.6,2012-01-05,2022-12-30,14.0,34.0,5.9,0.354,-65.2
HighVol70&BelowMA250 | 中证500 [OOS],5.08,0.534,-12.08,0.421,3.1,2023-01-03,2026-03-24,13.9,8.0,8.75,0.49,-31.15
HighVol80&BelowMA250 | 中证500 [FULL],4.54,0.478,-19.77,0.23,13.7,2012-01-05,2026-03-24,10.6,38.0,6.54,0.38,-65.2
HighVol80&BelowMA250 | 中证500 [IS],4.16,0.434,-19.77,0.211,10.6,2012-01-05,2022-12-30,10.5,29.0,5.9,0.354,-65.2
HighVol80&BelowMA250 | 中证500 [OOS],5.86,0.651,-12.53,0.468,3.1,2023-01-03,2026-03-24,11.1,9.0,8.75,0.49,-31.15
HighVol90&BelowMA250 | 中证500 [FULL],3.26,0.458,-14.4,0.227,13.7,2012-01-05,2026-03-24,4.9,25.0,6.54,0.38,-65.2
HighVol90&BelowMA250 | 中证500 [IS],2.74,0.399,-14.4,0.191,10.6,2012-01-05,2022-12-30,4.9,21.0,5.9,0.354,-65.2
HighVol90&BelowMA250 | 中证500 [OOS],5.06,0.644,-12.08,0.419,3.1,2023-01-03,2026-03-24,5.0,4.0,8.75,0.49,-31.15
Vol60<MA120 | 中证500 [FULL],-2.69,-0.101,-52.56,-0.051,13.7,2012-01-05,2026-03-24,50.1,39.0,6.54,0.38,-65.2
Vol60<MA120 | 中证500 [IS],-3.41,-0.142,-52.56,-0.065,10.6,2012-01-05,2022-12-30,49.0,31.0,5.9,0.354,-65.2
Vol60<MA120 | 中证500 [OOS],-0.15,0.058,-31.48,-0.005,3.1,2023-01-03,2026-03-24,53.9,7.0,8.75,0.49,-31.15
HighVol70&BelowMA250 | 中证500 [FULL],2.53,0.266,-33.27,0.076,13.7,2012-01-05,2026-03-24,16.2,34.0,6.54,0.38,-65.2
HighVol70&BelowMA250 | 中证500 [IS],1.68,0.194,-33.27,0.05,10.6,2012-01-05,2022-12-30,17.2,27.0,5.9,0.354,-65.2
HighVol70&BelowMA250 | 中证500 [OOS],5.53,0.604,-10.68,0.518,3.1,2023-01-03,2026-03-24,13.0,7.0,8.75,0.49,-31.15
HighVol80&BelowMA250 | 中证500 [FULL],4.61,0.522,-18.16,0.254,13.7,2012-01-05,2026-03-24,10.9,27.0,6.54,0.38,-65.2
HighVol80&BelowMA250 | 中证500 [IS],3.85,0.429,-18.16,0.212,10.6,2012-01-05,2022-12-30,11.6,24.0,5.9,0.354,-65.2
HighVol80&BelowMA250 | 中证500 [OOS],7.26,0.948,-6.72,1.079,3.1,2023-01-03,2026-03-24,8.4,3.0,8.75,0.49,-31.15
HighVol90&BelowMA250 | 中证500 [FULL],2.65,0.382,-13.45,0.197,13.7,2012-01-05,2026-03-24,7.0,20.0,6.54,0.38,-65.2
HighVol90&BelowMA250 | 中证500 [IS],3.26,0.432,-13.45,0.242,10.6,2012-01-05,2022-12-30,7.2,18.0,5.9,0.354,-65.2
HighVol90&BelowMA250 | 中证500 [OOS],0.59,0.141,-6.72,0.087,3.1,2023-01-03,2026-03-24,6.3,2.0,8.75,0.49,-31.15
Below_MA120&10Y<2.5 | 创业板 [FULL],0.91,0.17,-19.85,0.046,13.7,2012-01-05,2026-03-24,5.5,11.0,11.79,0.517,-69.74
Below_MA120&10Y<2.5 | 创业板 [IS],0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,11.98,0.522,-69.74
Below_MA120&10Y<2.5 | 创业板 [OOS],4.09,0.358,-19.85,0.206,3.1,2023-01-03,2026-03-24,24.6,11.0,11.14,0.5,-41.45
Below_MA120&10Y<3.0 | 创业板 [FULL],-2.05,-0.084,-45.65,-0.045,13.7,2012-01-05,2026-03-24,22.5,34.0,11.79,0.517,-69.74
Below_MA120&10Y<3.0 | 创业板 [IS],-1.58,-0.066,-35.39,-0.045,10.6,2012-01-05,2022-12-30,13.9,19.0,11.98,0.522,-69.74
Below_MA120&10Y<3.0 | 创业板 [OOS],-3.64,-0.131,-35.17,-0.103,3.1,2023-01-03,2026-03-24,52.1,14.0,11.14,0.5,-41.45
Below_MA120&10Y<3.5 | 创业板 [FULL],0.56,0.12,-45.65,0.012,13.7,2012-01-05,2026-03-24,32.4,57.0,11.79,0.517,-69.74
Below_MA120&10Y<3.5 | 创业板 [IS],1.82,0.191,-35.39,0.051,10.6,2012-01-05,2022-12-30,26.6,42.0,11.98,0.522,-69.74
Below_MA120&10Y<3.5 | 创业板 [OOS],-3.64,-0.131,-35.17,-0.103,3.1,2023-01-03,2026-03-24,52.1,14.0,11.14,0.5,-41.45
Below_MA250&10Y<2.5 | 创业板 [FULL],1.48,0.265,-20.55,0.072,13.7,2012-01-05,2026-03-24,5.3,5.0,11.79,0.517,-69.74
Below_MA250&10Y<2.5 | 创业板 [IS],0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,11.98,0.522,-69.74
Below_MA250&10Y<2.5 | 创业板 [OOS],6.73,0.559,-20.55,0.327,3.1,2023-01-03,2026-03-24,23.5,5.0,11.14,0.5,-41.45
Below_MA250&10Y<3.0 | 创业板 [FULL],-3.47,-0.188,-54.54,-0.064,13.7,2012-01-05,2026-03-24,25.7,7.0,11.79,0.517,-69.74
Below_MA250&10Y<3.0 | 创业板 [IS],-3.61,-0.224,-37.96,-0.095,10.6,2012-01-05,2022-12-30,17.2,2.0,11.98,0.522,-69.74
Below_MA250&10Y<3.0 | 创业板 [OOS],-2.98,-0.098,-39.21,-0.076,3.1,2023-01-03,2026-03-24,54.9,4.0,11.14,0.5,-41.45
Below_MA250&10Y<3.5 | 创业板 [FULL],-3.2,-0.12,-56.05,-0.057,13.7,2012-01-05,2026-03-24,32.5,21.0,11.79,0.517,-69.74
Below_MA250&10Y<3.5 | 创业板 [IS],-3.26,-0.127,-40.02,-0.081,10.6,2012-01-05,2022-12-30,26.0,16.0,11.98,0.522,-69.74
Below_MA250&10Y<3.5 | 创业板 [OOS],-2.98,-0.098,-39.21,-0.076,3.1,2023-01-03,2026-03-24,54.9,4.0,11.14,0.5,-41.45
Below_MA500&10Y<2.5 | 创业板 [FULL],3.25,0.441,-20.55,0.158,13.7,2012-01-05,2026-03-24,5.6,6.0,11.79,0.517,-69.74
Below_MA500&10Y<2.5 | 创业板 [IS],0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,11.98,0.522,-69.74
Below_MA500&10Y<2.5 | 创业板 [OOS],15.23,0.929,-20.55,0.741,3.1,2023-01-03,2026-03-24,24.9,6.0,11.14,0.5,-41.45
Below_MA500&10Y<3.0 | 创业板 [FULL],2.16,0.232,-46.29,0.047,13.7,2012-01-05,2026-03-24,22.5,20.0,11.79,0.517,-69.74
Below_MA500&10Y<3.0 | 创业板 [IS],1.7,0.224,-24.29,0.07,10.6,2012-01-05,2022-12-30,12.2,16.0,11.98,0.522,-69.74
Below_MA500&10Y<3.0 | 创业板 [OOS],3.77,0.283,-41.45,0.091,3.1,2023-01-03,2026-03-24,57.8,3.0,11.14,0.5,-41.45
Below_MA500&10Y<3.5 | 创业板 [FULL],3.26,0.293,-46.29,0.07,13.7,2012-01-05,2026-03-24,30.5,33.0,11.79,0.517,-69.74
Below_MA500&10Y<3.5 | 创业板 [IS],3.11,0.307,-29.94,0.104,10.6,2012-01-05,2022-12-30,22.6,29.0,11.98,0.522,-69.74
Below_MA500&10Y<3.5 | 创业板 [OOS],3.77,0.283,-41.45,0.091,3.1,2023-01-03,2026-03-24,57.8,3.0,11.14,0.5,-41.45
PriceRank<P30(2y) | 创业板 [FULL],-2.82,-0.138,-45.95,-0.061,13.7,2012-01-05,2026-03-24,32.4,21.0,11.79,0.517,-69.74
PriceRank<P30(2y) | 创业板 [IS],-1.76,-0.073,-35.71,-0.049,10.6,2012-01-05,2022-12-30,26.0,19.0,11.98,0.522,-69.74
PriceRank<P30(2y) | 创业板 [OOS],-6.38,-0.313,-41.45,-0.154,3.1,2023-01-03,2026-03-24,54.4,1.0,11.14,0.5,-41.45
PriceRank<P40(2y) | 创业板 [FULL],-1.06,0.006,-44.19,-0.024,13.7,2012-01-05,2026-03-24,35.8,24.0,11.79,0.517,-69.74
PriceRank<P40(2y) | 创业板 [IS],-1.23,-0.018,-40.79,-0.03,10.6,2012-01-05,2022-12-30,30.2,22.0,11.98,0.522,-69.74
PriceRank<P40(2y) | 创业板 [OOS],-0.49,0.066,-41.45,-0.012,3.1,2023-01-03,2026-03-24,54.9,1.0,11.14,0.5,-41.45
PriceRank<P50(2y) | 创业板 [FULL],-0.42,0.053,-52.08,-0.008,13.7,2012-01-05,2026-03-24,40.2,26.0,11.79,0.517,-69.74
PriceRank<P50(2y) | 创业板 [IS],-1.15,-0.003,-44.95,-0.025,10.6,2012-01-05,2022-12-30,35.1,21.0,11.98,0.522,-69.74
PriceRank<P50(2y) | 创业板 [OOS],2.1,0.201,-41.45,0.051,3.1,2023-01-03,2026-03-24,57.8,4.0,11.14,0.5,-41.45
Cheap40(2y)&10YDown60 | 创业板 [FULL],1.67,0.194,-37.72,0.044,13.7,2012-01-05,2026-03-24,20.1,48.0,11.79,0.517,-69.74
Cheap40(2y)&10YDown60 | 创业板 [IS],1.85,0.227,-21.02,0.088,10.6,2012-01-05,2022-12-30,14.0,37.0,11.98,0.522,-69.74
Cheap40(2y)&10YDown60 | 创业板 [OOS],1.05,0.144,-31.98,0.033,3.1,2023-01-03,2026-03-24,41.3,11.0,11.14,0.5,-41.45
Cheap40(2y)&10YDown120 | 创业板 [FULL],1.45,0.175,-39.33,0.037,13.7,2012-01-05,2026-03-24,20.5,35.0,11.79,0.517,-69.74
Cheap40(2y)&10YDown120 | 创业板 [IS],2.04,0.24,-26.91,0.076,10.6,2012-01-05,2022-12-30,14.6,29.0,11.98,0.522,-69.74
Cheap40(2y)&10YDown120 | 创业板 [OOS],-0.55,0.055,-34.91,-0.016,3.1,2023-01-03,2026-03-24,41.0,6.0,11.14,0.5,-41.45
PriceRank<P30(3y) | 创业板 [FULL],1.26,0.158,-37.72,0.033,13.7,2012-01-05,2026-03-24,28.6,24.0,11.79,0.517,-69.74
PriceRank<P30(3y) | 创业板 [IS],1.15,0.155,-34.86,0.033,10.6,2012-01-05,2022-12-30,21.4,17.0,11.98,0.522,-69.74
PriceRank<P30(3y) | 创业板 [OOS],1.62,0.177,-37.72,0.043,3.1,2023-01-03,2026-03-24,53.1,6.0,11.14,0.5,-41.45
PriceRank<P40(3y) | 创业板 [FULL],1.85,0.193,-41.3,0.045,13.7,2012-01-05,2026-03-24,36.6,31.0,11.79,0.517,-69.74
PriceRank<P40(3y) | 创业板 [IS],0.01,0.066,-38.25,0.0,10.6,2012-01-05,2022-12-30,28.1,18.0,11.98,0.522,-69.74
PriceRank<P40(3y) | 创业板 [OOS],8.44,0.451,-41.3,0.204,3.1,2023-01-03,2026-03-24,65.8,12.0,11.14,0.5,-41.45
PriceRank<P50(3y) | 创业板 [FULL],0.33,0.105,-43.36,0.008,13.7,2012-01-05,2026-03-24,42.4,19.0,11.79,0.517,-69.74
PriceRank<P50(3y) | 创业板 [IS],-1.27,-0.018,-39.69,-0.032,10.6,2012-01-05,2022-12-30,32.9,10.0,11.98,0.522,-69.74
PriceRank<P50(3y) | 创业板 [OOS],6.01,0.353,-41.45,0.145,3.1,2023-01-03,2026-03-24,75.1,8.0,11.14,0.5,-41.45
Cheap40(3y)&10YDown60 | 创业板 [FULL],5.17,0.434,-35.09,0.147,13.7,2012-01-05,2026-03-24,21.7,43.0,11.79,0.517,-69.74
Cheap40(3y)&10YDown60 | 创业板 [IS],2.23,0.27,-23.29,0.096,10.6,2012-01-05,2022-12-30,13.2,23.0,11.98,0.522,-69.74
Cheap40(3y)&10YDown60 | 创业板 [OOS],15.89,0.772,-31.98,0.497,3.1,2023-01-03,2026-03-24,50.8,20.0,11.14,0.5,-41.45
Cheap40(3y)&10YDown120 | 创业板 [FULL],2.84,0.266,-37.85,0.075,13.7,2012-01-05,2026-03-24,22.3,29.0,11.79,0.517,-69.74
Cheap40(3y)&10YDown120 | 创业板 [IS],1.4,0.188,-28.87,0.049,10.6,2012-01-05,2022-12-30,13.7,14.0,11.98,0.522,-69.74
Cheap40(3y)&10YDown120 | 创业板 [OOS],7.92,0.438,-34.91,0.227,3.1,2023-01-03,2026-03-24,52.2,15.0,11.14,0.5,-41.45
"RSI14(30,70) | 创业板 [FULL]",-2.82,-0.044,-62.28,-0.045,13.7,2012-01-05,2026-03-24,44.5,36.0,11.79,0.517,-69.74
"RSI14(30,70) | 创业板 [IS]",-1.22,0.045,-49.44,-0.025,10.6,2012-01-05,2022-12-30,44.1,28.0,11.98,0.522,-69.74
"RSI14(30,70) | 创业板 [OOS]",-8.12,-0.432,-34.74,-0.234,3.1,2023-01-03,2026-03-24,46.0,7.0,11.14,0.5,-41.45
"RSI14(20,80) | 创业板 [FULL]",-1.35,0.009,-53.88,-0.025,13.7,2012-01-05,2026-03-24,36.0,14.0,11.79,0.517,-69.74
"RSI14(20,80) | 创业板 [IS]",-2.9,-0.086,-51.13,-0.057,10.6,2012-01-05,2022-12-30,30.6,9.0,11.98,0.522,-69.74
"RSI14(20,80) | 创业板 [OOS]",4.13,0.314,-33.31,0.124,3.1,2023-01-03,2026-03-24,54.6,4.0,11.14,0.5,-41.45
"RSI14(40,60) | 创业板 [FULL]",-2.74,-0.036,-70.36,-0.039,13.7,2012-01-05,2026-03-24,46.6,68.0,11.79,0.517,-69.74
"RSI14(40,60) | 创业板 [IS]",-2.16,-0.0,-64.02,-0.034,10.6,2012-01-05,2022-12-30,44.2,52.0,11.98,0.522,-69.74
"RSI14(40,60) | 创业板 [OOS]",-4.71,-0.175,-30.61,-0.154,3.1,2023-01-03,2026-03-24,54.9,16.0,11.14,0.5,-41.45
"RSI30(30,70) | 创业板 [FULL]",-0.47,0.063,-61.68,-0.008,13.7,2012-01-05,2026-03-24,37.8,9.0,11.79,0.517,-69.74
"RSI30(30,70) | 创业板 [IS]",-0.96,0.041,-54.72,-0.017,10.6,2012-01-05,2022-12-30,34.5,6.0,11.98,0.522,-69.74
"RSI30(30,70) | 创业板 [OOS]",1.2,0.153,-40.69,0.03,3.1,2023-01-03,2026-03-24,49.4,2.0,11.14,0.5,-41.45
"RSI30(20,80) | 创业板 [FULL]",9.55,0.69,-39.07,0.244,13.7,2012-01-05,2026-03-24,31.1,2.0,11.79,0.517,-69.74
"RSI30(20,80) | 创业板 [IS]",12.49,0.784,-39.07,0.32,10.6,2012-01-05,2022-12-30,40.2,2.0,11.98,0.522,-69.74
"RSI30(20,80) | 创业板 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,11.14,0.5,-41.45
"RSI30(40,60) | 创业板 [FULL]",0.53,0.126,-48.76,0.011,13.7,2012-01-05,2026-03-24,44.9,26.0,11.79,0.517,-69.74
"RSI30(40,60) | 创业板 [IS]",2.77,0.237,-39.43,0.07,10.6,2012-01-05,2022-12-30,42.2,21.0,11.98,0.522,-69.74
"RSI30(40,60) | 创业板 [OOS]",-6.8,-0.309,-36.64,-0.186,3.1,2023-01-03,2026-03-24,54.4,4.0,11.14,0.5,-41.45
"RSI60(30,70) | 创业板 [FULL]",0.0,0.0,0.0,0.0,13.7,2012-01-05,2026-03-24,0.0,0.0,11.79,0.517,-69.74
"RSI60(30,70) | 创业板 [IS]",0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,11.98,0.522,-69.74
"RSI60(30,70) | 创业板 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,11.14,0.5,-41.45
"RSI60(20,80) | 创业板 [FULL]",0.0,0.0,0.0,0.0,13.7,2012-01-05,2026-03-24,0.0,0.0,11.79,0.517,-69.74
"RSI60(20,80) | 创业板 [IS]",0.0,0.0,0.0,0.0,10.6,2012-01-05,2022-12-30,0.0,0.0,11.98,0.522,-69.74
"RSI60(20,80) | 创业板 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,11.14,0.5,-41.45
"RSI60(40,60) | 创业板 [FULL]",4.42,0.331,-46.86,0.094,13.7,2012-01-05,2026-03-24,39.1,9.0,11.79,0.517,-69.74
"RSI60(40,60) | 创业板 [IS]",3.94,0.306,-44.05,0.089,10.6,2012-01-05,2022-12-30,38.9,6.0,11.98,0.522,-69.74
"RSI60(40,60) | 创业板 [OOS]",6.06,0.418,-33.31,0.182,3.1,2023-01-03,2026-03-24,39.7,2.0,11.14,0.5,-41.45
Dist_MA20<-3% | 创业板 [FULL],-3.83,-0.148,-61.05,-0.063,13.7,2012-01-05,2026-03-24,19.8,136.0,11.79,0.517,-69.74
Dist_MA20<-3% | 创业板 [IS],-4.65,-0.178,-58.28,-0.08,10.6,2012-01-05,2022-12-30,20.0,96.0,11.98,0.522,-69.74
Dist_MA20<-3% | 创业板 [OOS],-0.94,-0.009,-17.76,-0.053,3.1,2023-01-03,2026-03-24,19.0,40.0,11.14,0.5,-41.45
Dist_MA20<-5% | 创业板 [FULL],2.94,0.285,-42.94,0.068,13.7,2012-01-05,2026-03-24,9.2,96.0,11.79,0.517,-69.74
Dist_MA20<-5% | 创业板 [IS],1.87,0.2,-42.94,0.043,10.6,2012-01-05,2022-12-30,10.3,79.0,11.98,0.522,-69.74
Dist_MA20<-5% | 创业板 [OOS],6.7,1.04,-4.72,1.42,3.1,2023-01-03,2026-03-24,5.4,17.0,11.14,0.5,-41.45
Dist_MA20<-8% | 创业板 [FULL],-0.86,-0.034,-37.09,-0.023,13.7,2012-01-05,2026-03-24,3.3,33.0,11.79,0.517,-69.74
Dist_MA20<-8% | 创业板 [IS],-1.73,-0.094,-37.09,-0.047,10.6,2012-01-05,2022-12-30,4.0,29.0,11.98,0.522,-69.74
Dist_MA20<-8% | 创业板 [OOS],2.17,1.053,-0.76,2.863,3.1,2023-01-03,2026-03-24,1.0,4.0,11.14,0.5,-41.45
Dist_MA20<-10% | 创业板 [FULL],0.61,0.115,-28.19,0.022,13.7,2012-01-05,2026-03-24,1.8,20.0,11.79,0.517,-69.74
Dist_MA20<-10% | 创业板 [IS],0.33,0.083,-28.19,0.012,10.6,2012-01-05,2022-12-30,2.2,19.0,11.98,0.522,-69.74
Dist_MA20<-10% | 创业板 [OOS],1.58,0.921,-0.1,15.79,3.1,2023-01-03,2026-03-24,0.4,1.0,11.14,0.5,-41.45
Dist_MA20<-15% | 创业板 [FULL],-0.86,-0.103,-19.6,-0.044,13.7,2012-01-05,2026-03-24,0.8,6.0,11.79,0.517,-69.74
Dist_MA20<-15% | 创业板 [IS],-1.26,-0.139,-19.6,-0.064,10.6,2012-01-05,2022-12-30,0.9,5.0,11.98,0.522,-69.74
Dist_MA20<-15% | 创业板 [OOS],0.53,0.535,-0.1,5.251,3.1,2023-01-03,2026-03-24,0.1,1.0,11.14,0.5,-41.45
Above_MA20 | 创业板 [FULL],7.7,0.448,-58.29,0.132,13.7,2012-01-05,2026-03-24,53.1,206.0,11.79,0.517,-69.74
Above_MA20 | 创业板 [IS],6.74,0.413,-58.29,0.116,10.6,2012-01-05,2022-12-30,54.9,163.0,11.98,0.522,-69.74
Above_MA20 | 创业板 [OOS],11.07,0.559,-24.75,0.447,3.1,2023-01-03,2026-03-24,46.8,43.0,11.14,0.5,-41.45
Dist_MA60<-3% | 创业板 [FULL],-3.15,-0.082,-57.7,-0.055,13.7,2012-01-05,2026-03-24,30.8,89.0,11.79,0.517,-69.74
Dist_MA60<-3% | 创业板 [IS],-2.47,-0.034,-48.18,-0.051,10.6,2012-01-05,2022-12-30,29.8,65.0,11.98,0.522,-69.74
Dist_MA60<-3% | 创业板 [OOS],-5.43,-0.293,-29.19,-0.186,3.1,2023-01-03,2026-03-24,34.6,24.0,11.14,0.5,-41.45
Dist_MA60<-5% | 创业板 [FULL],-2.16,-0.049,-47.72,-0.045,13.7,2012-01-05,2026-03-24,21.8,77.0,11.79,0.517,-69.74
Dist_MA60<-5% | 创业板 [IS],-4.56,-0.171,-47.72,-0.096,10.6,2012-01-05,2022-12-30,21.6,52.0,11.98,0.522,-69.74
Dist_MA60<-5% | 创业板 [OOS],6.55,0.633,-14.13,0.464,3.1,2023-01-03,2026-03-24,22.5,25.0,11.14,0.5,-41.45
Dist_MA60<-8% | 创业板 [FULL],-0.21,0.057,-38.7,-0.005,13.7,2012-01-05,2026-03-24,11.3,52.0,11.79,0.517,-69.74
Dist_MA60<-8% | 创业板 [IS],-2.05,-0.053,-38.7,-0.053,10.6,2012-01-05,2022-12-30,12.5,39.0,11.98,0.522,-69.74
Dist_MA60<-8% | 创业板 [OOS],6.37,0.879,-8.65,0.736,3.1,2023-01-03,2026-03-24,7.1,13.0,11.14,0.5,-41.45
Dist_MA60<-10% | 创业板 [FULL],2.93,0.292,-33.59,0.087,13.7,2012-01-05,2026-03-24,6.9,42.0,11.79,0.517,-69.74
Dist_MA60<-10% | 创业板 [IS],2.06,0.216,-33.59,0.061,10.6,2012-01-05,2022-12-30,8.2,34.0,11.98,0.522,-69.74
Dist_MA60<-10% | 创业板 [OOS],5.97,1.055,-4.72,1.266,3.1,2023-01-03,2026-03-24,2.4,8.0,11.14,0.5,-41.45
Dist_MA60<-15% | 创业板 [FULL],1.34,0.184,-28.5,0.047,13.7,2012-01-05,2026-03-24,2.3,21.0,11.79,0.517,-69.74
Dist_MA60<-15% | 创业板 [IS],1.52,0.191,-28.5,0.053,10.6,2012-01-05,2022-12-30,2.9,19.0,11.98,0.522,-69.74
Dist_MA60<-15% | 创业板 [OOS],0.72,0.676,-0.1,7.164,3.1,2023-01-03,2026-03-24,0.3,2.0,11.14,0.5,-41.45
Above_MA60 | 创业板 [FULL],9.48,0.515,-55.75,0.17,13.7,2012-01-05,2026-03-24,51.6,104.0,11.79,0.517,-69.74
